univerzita;fakulta;typ;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2009;odborný asistent;full-time;0;31;11;42
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2009;odborný asistent;full-time;0;16;0;16
PREŠOVSKÁ UNIVERZITA;Pravosláv. boh. fak. PU;verejná;2009;odborný asistent;full-time;0;10;1;11
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2009;odborný asistent;full-time;0;9;8;17
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2009;odborný asistent;full-time;0;36;18;54
PREŠOVSKÁ UNIVERZITA;Fa zdravotníctva PU;verejná;2009;odborný asistent;full-time;0;12;26;38
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2009;odborný asistent;full-time;0;70;18;88
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2009;odborný asistent;full-time;0;59;12;71
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2009;odborný asistent;full-time;0;21;11;32
PREŠOVSKÁ UNIVERZITA;Fakulta športu PU;verejná;2009;odborný asistent;full-time;0;14;4;18
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2009;odborný asistent;full-time;0;6;5;11
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2009;odborný asistent;full-time;0;12;19;31
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2009;odborný asistent;full-time;0;32;35;67
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2009;odborný asistent;full-time;0;12;24;36
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2009;odborný asistent;full-time;0;53;11;64
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2009;odborný asistent;full-time;0;8;0;8
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2009;odborný asistent;full-time;0;32;0;32
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2009;odborný asistent;full-time;0;89;16;105
UNIVERZITA J.SELYEHO;Reform.teolog. fak. UJS;verejná;2009;odborný asistent;full-time;0;1;1;2
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2009;odborný asistent;full-time;0;7;0;7
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2009;odborný asistent;full-time;0;14;2;16
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2009;odborný asistent;full-time;0;73;28;101
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2009;odborný asistent;full-time;0;59;8;67
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2009;odborný asistent;full-time;0;18;4;22
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2009;odborný asistent;full-time;0;114;31;145
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2009;odborný asistent;full-time;0;40;16;56
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2009;odborný asistent;full-time;0;53;4;57
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2009;odborný asistent;full-time;0;70;23;93
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2009;odborný asistent;full-time;0;81;7;88
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2009;odborný asistent;full-time;0;17;11;28
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2009;odborný asistent;full-time;0;18;5;23
UNIVERZITA MATEJA BELA;Fa humanit. vied UMB;verejná;2009;odborný asistent;full-time;0;84;22;106
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2009;odborný asistent;full-time;0;61;12;73
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2009;odborný asistent;full-time;0;10;2;12
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2009;odborný asistent;full-time;0;27;8;35
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2009;odborný asistent;full-time;0;21;13;34
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2009;odborný asistent;full-time;0;26;12;38
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2009;odborný asistent;full-time;0;44;11;55
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2009;odborný asistent;full-time;0;12;11;23
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2009;odborný asistent;full-time;0;49;18;67
SLOV.TECHN. UNIVERZITA;Materiálovotech.fak.STU;verejná;2009;odborný asistent;full-time;0;70;46;116
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2009;odborný asistent;full-time;0;105;36;141
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2009;odborný asistent;full-time;0;59;41;100
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2009;odborný asistent;full-time;0;52;9;61
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2009;odborný asistent;full-time;0;42;23;65
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2009;odborný asistent;full-time;0;12;9;21
TECH. UNIVERZITA KOŠICE;Fa výrob.technológií TU;verejná;2009;odborný asistent;full-time;0;43;0;43
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2009;odborný asistent;full-time;0;64;10;74
TECH. UNIVERZITA KOŠICE;Hutnícka fakulta  TU;verejná;2009;odborný asistent;full-time;0;30;4;34
TECH. UNIVERZITA KOŠICE;Strojnícka fakulta  TU;verejná;2009;odborný asistent;full-time;0;82;23;105
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2009;odborný asistent;full-time;0;24;3;27
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2009;odborný asistent;full-time;0;79;11;90
TECH. UNIVERZITA KOŠICE;TU K - rektorát;verejná;2009;odborný asistent;full-time;0;8;42;50
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2009;odborný asistent;full-time;0;33;1;34
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2009;odborný asistent;full-time;0;4;18;22
TECH. UNIVERZITA KOŠICE;Letecká fakulta TU;verejná;2009;odborný asistent;full-time;0;30;23;53
ŽILINSKÁ UNIVERZITA;Fa prírodných vied ŽU;verejná;2009;odborný asistent;full-time;0;30;44;74
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2009;odborný asistent;full-time;0;23;14;37
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2009;odborný asistent;full-time;0;28;14;42
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2009;odborný asistent;full-time;0;42;15;57
ŽILINSKÁ UNIVERZITA;ŽU - rektorát;verejná;2009;odborný asistent;full-time;0;6;12;18
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2009;odborný asistent;full-time;0;71;13;84
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2009;odborný asistent;full-time;0;58;12;70
ŽILINSKÁ UNIVERZITA;Fa špeciálneho inž. ŽU;verejná;2009;odborný asistent;full-time;0;31;2;33
TRENČIANSKA UNIVERZITA;Fa špec. techniky TnUAD;verejná;2009;odborný asistent;full-time;0;9;13;22
TRENČIANSKA UNIVERZITA;Fa mechatroniky TnUAD;verejná;2009;odborný asistent;full-time;0;14;18;32
TRENČIANSKA UNIVERZITA;Fa priem.technol.TnUAD;verejná;2009;odborný asistent;full-time;0;14;8;22
TRENČIANSKA UNIVERZITA;TnUAD - rektorát;verejná;2009;odborný asistent;full-time;0;4;3;7
TRENČIANSKA UNIVERZITA;Fa soc.-ekon.vzť. TnUAD;verejná;2009;odborný asistent;full-time;0;30;53;83
TRENČIANSKA UNIVERZITA;Fa zdravotníctva TnUAD;verejná;2009;odborný asistent;full-time;0;6;9;15
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2009;odborný asistent;full-time;0;33;29;62
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2009;odborný asistent;full-time;0;49;20;69
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2009;odborný asistent;full-time;0;52;16;68
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2009;odborný asistent;full-time;0;31;10;41
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2009;odborný asistent;full-time;0;42;17;59
EKONOMICKÁ UNIVERZITA;EU - rektorát;verejná;2009;odborný asistent;full-time;0;15;52;67
EKONOMICKÁ UNIVERZITA;Fa medzin. vzťahov EU;verejná;2009;odborný asistent;full-time;0;20;2;22
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2009;odborný asistent;full-time;0;30;2;32
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2009;odborný asistent;full-time;0;55;27;82
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2009;odborný asistent;full-time;0;62;7;69
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2009;odborný asistent;full-time;0;33;12;45
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2009;odborný asistent;full-time;0;35;12;47
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2009;odborný asistent;full-time;0;23;8;31
TECH. UNIVERZITA ZVOLEN;Fa envir. a výr.tech.TU;verejná;2009;odborný asistent;full-time;0;18;6;24
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2009;odborný asistent;full-time;0;35;3;38
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2009;odborný asistent;full-time;0;36;31;67
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2009;odborný asistent;full-time;0;17;9;26
TECH. UNIVERZITA ZVOLEN;TU Z - rektorát;verejná;2009;odborný asistent;full-time;0;4;13;17
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2009;odborný asistent;full-time;0;3;0;3
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2009;odborný asistent;full-time;0;3;16;19
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2009;odborný asistent;full-time;0;11;6;17
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2009;odborný asistent;full-time;0;2;3;5
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2009;odborný asistent;full-time;0;10;28;38
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2009;odborný asistent;full-time;0;4;6;10
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2009;odborný asistent;full-time;0;4;10;14
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2009;odborný asistent;full-time;0;5;7;12
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Evanj. bohosl. fak. UK;verejná;2009;asistent;full-time;0;0;3;3
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2009;asistent;full-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2009;asistent;full-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2009;asistent;full-time;0;0;39;39
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2009;asistent;full-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2009;asistent;full-time;0;0;3;3
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2009;asistent;full-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2009;asistent;full-time;0;0;2;2
UNIVERZITA P.J.ŠAFÁRIKA;UPJŠ - rektorát;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2009;asistent;full-time;0;0;9;9
UNIVERZITA P.J.ŠAFÁRIKA;Fa verejnej správy UPJŠ;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2009;asistent;full-time;0;0;18;18
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2009;asistent;full-time;0;0;15;15
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2009;asistent;full-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pravosláv. boh. fak. PU;verejná;2009;asistent;full-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2009;asistent;full-time;0;0;6;6
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2009;asistent;full-time;0;0;3;3
PREŠOVSKÁ UNIVERZITA;Fa zdravotníctva PU;verejná;2009;asistent;full-time;0;0;6;6
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2009;asistent;full-time;0;0;4;4
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2009;asistent;full-time;0;0;2;2
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2009;asistent;full-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Fakulta športu PU;verejná;2009;asistent;full-time;0;0;0;0
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2009;asistent;full-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2009;asistent;full-time;0;0;1;1
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2009;asistent;full-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2009;asistent;full-time;0;0;1;1
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2009;asistent;full-time;0;0;1;1
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2009;asistent;full-time;0;0;7;7
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2009;asistent;full-time;0;0;6;6
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2009;asistent;full-time;0;0;12;12
UNIVERZITA J.SELYEHO;Reform.teolog. fak. UJS;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2009;asistent;full-time;0;0;15;15
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2009;asistent;full-time;0;0;13;13
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2009;asistent;full-time;0;0;4;4
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2009;asistent;full-time;0;0;1;1
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2009;asistent;full-time;0;0;6;6
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2009;asistent;full-time;0;0;8;8
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2009;asistent;full-time;0;0;3;3
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2009;asistent;full-time;0;0;10;10
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2009;asistent;full-time;0;0;0;0
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2009;asistent;full-time;0;0;14;14
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2009;asistent;full-time;0;0;2;2
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2009;asistent;full-time;0;0;2;2
UNIVERZITA MATEJA BELA;Fa humanit. vied UMB;verejná;2009;asistent;full-time;0;0;3;3
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2009;asistent;full-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2009;asistent;full-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2009;asistent;full-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2009;asistent;full-time;0;0;2;2
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2009;asistent;full-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2009;asistent;full-time;0;0;2;2
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2009;asistent;full-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2009;asistent;full-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Materiálovotech.fak.STU;verejná;2009;asistent;full-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2009;asistent;full-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2009;asistent;full-time;0;0;3;3
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2009;asistent;full-time;0;0;5;5
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2009;asistent;full-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa výrob.technológií TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Hutnícka fakulta  TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Strojnícka fakulta  TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;TU K - rektorát;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Letecká fakulta TU;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa prírodných vied ŽU;verejná;2009;asistent;full-time;0;0;5;5
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;ŽU - rektorát;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2009;asistent;full-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa špeciálneho inž. ŽU;verejná;2009;asistent;full-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa špec. techniky TnUAD;verejná;2009;asistent;full-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa mechatroniky TnUAD;verejná;2009;asistent;full-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa priem.technol.TnUAD;verejná;2009;asistent;full-time;0;0;0;0
TRENČIANSKA UNIVERZITA;TnUAD - rektorát;verejná;2009;asistent;full-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa soc.-ekon.vzť. TnUAD;verejná;2009;asistent;full-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa zdravotníctva TnUAD;verejná;2009;asistent;full-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2009;asistent;full-time;0;0;3;3
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2009;asistent;full-time;0;0;2;2
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2009;asistent;full-time;0;0;3;3
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2009;asistent;full-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2009;asistent;full-time;0;0;2;2
EKONOMICKÁ UNIVERZITA;EU - rektorát;verejná;2009;asistent;full-time;0;0;2;2
EKONOMICKÁ UNIVERZITA;Fa medzin. vzťahov EU;verejná;2009;asistent;full-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2009;asistent;full-time;0;0;1;1
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2009;asistent;full-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2009;asistent;full-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2009;asistent;full-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2009;asistent;full-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa envir. a výr.tech.TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2009;asistent;full-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;TU Z - rektorát;verejná;2009;asistent;full-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2009;asistent;full-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2009;asistent;full-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2009;asistent;full-time;0;0;7;7
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2009;asistent;full-time;0;0;0;0
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2009;asistent;full-time;0;0;22;22
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2009;asistent;full-time;0;0;4;4
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2009;asistent;full-time;0;0;2;2
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2009;asistent;full-time;0;0;4;4
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Evanj. bohosl. fak. UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2009;lektor;full-time;0;0;17;17
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2009;lektor;full-time;0;0;10;10
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2009;lektor;full-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2009;lektor;full-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2009;lektor;full-time;0;0;17;17
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2009;lektor;full-time;0;0;6;6
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;UPJŠ - rektorát;verejná;2009;lektor;full-time;0;0;6;6
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2009;lektor;full-time;0;0;3;3
UNIVERZITA P.J.ŠAFÁRIKA;Fa verejnej správy UPJŠ;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2009;lektor;full-time;0;0;10;10
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2009;lektor;full-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2009;lektor;full-time;0;0;2;2
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2009;lektor;full-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pravosláv. boh. fak. PU;verejná;2009;lektor;full-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2009;lektor;full-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2009;lektor;full-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa zdravotníctva PU;verejná;2009;lektor;full-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2009;lektor;full-time;0;0;8;8
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2009;lektor;full-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2009;lektor;full-time;0;0;4;4
PREŠOVSKÁ UNIVERZITA;Fakulta športu PU;verejná;2009;lektor;full-time;0;0;0;0
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2009;lektor;full-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2009;lektor;full-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2009;lektor;full-time;0;0;0;0
