univerzita;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
UCM;2012;hosťujúci profesor;part-time;0;0;0;0
UCM;2012;lektor;full-time;0;0;2;2
UCM;2012;lektor;part-time;0;0;4;4
UCM;2012;odborný asistent;full-time;0;142;62;204
UCM;2012;odborný asistent;part-time;0;15;9;24
UCM;2012;profesor;full-time;10;35;1;46
UCM;2012;profesor;part-time;1;4;0;5
UCM;2013;asistent;full-time;0;0;1;1
UCM;2013;asistent;part-time;0;0;0;0
UCM;2013;docent;full-time;4;43;2;49
UCM;2013;docent;part-time;0;10;0;10
UCM;2013;hosťujúci profesor;full-time;0;0;0;0
UCM;2013;hosťujúci profesor;part-time;0;0;0;0
UCM;2013;lektor;full-time;0;0;3;3
UCM;2013;lektor;part-time;0;0;1;1
UCM;2013;odborný asistent;full-time;0;163;50;213
UCM;2013;odborný asistent;part-time;0;14;5;19
UCM;2013;profesor;full-time;11;43;0;54
UCM;2013;profesor;part-time;2;2;0;4
UCM;2014;asistent;full-time;0;0;0;0
UCM;2014;asistent;part-time;0;0;0;0
UCM;2014;docent;full-time;4;58;2;64
UCM;2014;docent;part-time;0;5;0;5
UCM;2014;hosťujúci profesor;full-time;0;0;0;0
UCM;2014;hosťujúci profesor;part-time;0;0;0;0
UCM;2014;lektor;full-time;0;0;3;3
UCM;2014;lektor;part-time;0;0;2;2
UCM;2014;odborný asistent;full-time;0;158;46;204
UCM;2014;odborný asistent;part-time;0;15;5;20
UCM;2014;profesor;full-time;10;43;1;54
UCM;2014;profesor;part-time;3;3;0;6
UCM;2015;asistent;full-time;0;0;0;0
UCM;2015;asistent;part-time;0;0;0;0
UCM;2015;docent;full-time;2;51;1;54
UCM;2015;docent;part-time;0;9;0;9
UCM;2015;hosťujúci profesor;full-time;0;0;0;0
UCM;2015;hosťujúci profesor;part-time;0;0;0;0
UCM;2015;lektor;full-time;0;0;3;3
UCM;2015;lektor;part-time;0;0;2;2
UCM;2015;odborný asistent;full-time;0;162;41;203
UCM;2015;odborný asistent;part-time;0;13;5;18
UCM;2015;profesor;full-time;10;38;0;48
UCM;2015;profesor;part-time;3;4;0;7
UCM;2016;asistent;full-time;0;0;0;0
UCM;2016;asistent;part-time;0;0;0;0
UCM;2016;docent;full-time;2;50;0;52
UCM;2016;docent;part-time;1;8;0;9
UCM;2016;hosťujúci profesor;full-time;0;0;0;0
UCM;2016;hosťujúci profesor;part-time;0;0;0;0
UCM;2016;lektor;full-time;0;0;4;4
UCM;2016;lektor;part-time;0;0;4;4
UCM;2016;odborný asistent;full-time;0;161;29;190
UCM;2016;odborný asistent;part-time;0;18;6;24
UCM;2016;profesor;full-time;10;39;0;49
UCM;2016;profesor;part-time;5;5;0;10
UCM;2017;asistent;full-time;0;0;2;2
UCM;2017;asistent;part-time;0;0;0;0
UCM;2017;docent;full-time;2;47;0;49
UCM;2017;docent;part-time;1;9;0;10
UCM;2017;hosťujúci profesor;full-time;0;0;0;0
UCM;2017;hosťujúci profesor;part-time;0;0;0;0
UCM;2017;lektor;full-time;0;0;3;3
UCM;2017;lektor;part-time;0;0;7;7
UCM;2017;odborný asistent;full-time;0;163;21;184
UCM;2017;odborný asistent;part-time;0;13;6;19
UCM;2017;profesor;full-time;12;42;0;54
UCM;2017;profesor;part-time;4;3;0;7
UCM;2018;asistent;full-time;0;0;1;1
UCM;2018;asistent;part-time;0;0;0;0
UCM;2018;docent;full-time;3;50;0;53
UCM;2018;docent;part-time;1;11;0;12
UCM;2018;hosťujúci profesor;full-time;0;0;0;0
UCM;2018;hosťujúci profesor;part-time;0;0;0;0
UCM;2018;lektor;full-time;0;0;7;7
UCM;2018;lektor;part-time;0;0;4;4
UCM;2018;odborný asistent;full-time;0;171;14;185
UCM;2018;odborný asistent;part-time;0;13;7;20
UCM;2018;profesor;full-time;9;35;0;44
UCM;2018;profesor;part-time;5;4;0;9
UCM;2019;asistent;full-time;0;0;1;1
UCM;2019;asistent;part-time;0;0;0;0
UCM;2019;docent;full-time;3;55;0;58
UCM;2019;docent;part-time;0;11;0;11
UCM;2019;hosťujúci profesor;full-time;0;0;0;0
UCM;2019;hosťujúci profesor;part-time;0;0;0;0
UCM;2019;lektor;full-time;0;0;8;8
UCM;2019;lektor;part-time;0;0;1;1
UCM;2019;odborný asistent;full-time;0;169;11;180
UCM;2019;odborný asistent;part-time;0;12;7;19
UCM;2019;profesor;full-time;8;36;0;44
UCM;2019;profesor;part-time;4;3;0;7
UCM;2020;asistent;full-time;0;0;1;1
UCM;2020;asistent;part-time;0;0;0;0
UCM;2020;docent;full-time;2;55;0;57
UCM;2020;docent;part-time;0;11;0;11
UCM;2020;hosťujúci profesor;full-time;0;0;0;0
UCM;2020;hosťujúci profesor;part-time;0;0;0;0
UCM;2020;lektor;full-time;0;0;6;6
UCM;2020;lektor;part-time;0;0;1;1
UCM;2020;odborný asistent;full-time;0;174;7;181
UCM;2020;odborný asistent;part-time;0;12;5;17
UCM;2020;profesor;full-time;8;39;0;47
UCM;2020;profesor;part-time;5;4;0;9
UCM;2021;asistent;full-time;0;0;0;0
UCM;2021;asistent;part-time;0;0;0;0
UCM;2021;docent;full-time;1;63;0;64
UCM;2021;docent;part-time;0;5;0;5
UCM;2021;hosťujúci profesor;full-time;0;0;0;0
UCM;2021;hosťujúci profesor;part-time;0;0;0;0
UCM;2021;lektor;full-time;0;0;8;8
UCM;2021;lektor;part-time;0;0;5;5
UCM;2021;odborný asistent;full-time;0;146;11;157
UCM;2021;odborný asistent;part-time;0;12;5;17
UCM;2021;profesor;full-time;9;49;0;58
UCM;2021;profesor;part-time;3;2;0;5
UCM;2022;asistent;full-time;0;0;1;1
UCM;2022;asistent;part-time;0;0;0;0
UCM;2022;docent;full-time;1;73;1;75
UCM;2022;docent;part-time;0;4;0;4
UCM;2022;hosťujúci profesor;full-time;0;0;0;0
UCM;2022;hosťujúci profesor;part-time;0;0;0;0
UCM;2022;lektor;full-time;0;0;5;5
UCM;2022;lektor;part-time;0;0;3;3
UCM;2022;odborný asistent;full-time;0;130;8;138
UCM;2022;odborný asistent;part-time;0;11;2;13
UCM;2022;profesor;full-time;9;50;0;59
UCM;2022;profesor;part-time;4;1;0;5
UJS;2009;asistent;full-time;0;0;28;28
UJS;2009;asistent;part-time;0;0;0;0
UJS;2009;docent;full-time;0;8;0;8
UJS;2009;docent;part-time;0;2;0;2
UJS;2009;hosťujúci profesor;full-time;0;0;0;0
UJS;2009;hosťujúci profesor;part-time;0;0;0;0
UJS;2009;lektor;full-time;0;0;0;0
UJS;2009;lektor;part-time;0;0;0;0
UJS;2009;odborný asistent;full-time;0;22;3;25
UJS;2009;odborný asistent;part-time;0;2;0;2
UJS;2009;profesor;full-time;8;8;1;17
UJS;2009;profesor;part-time;0;1;0;1
UJS;2010;asistent;full-time;0;0;27;27
UJS;2010;docent;full-time;1;9;0;10
UJS;2010;hosťujúci profesor;full-time;0;0;0;0
UJS;2010;lektor;full-time;0;0;0;0
UJS;2010;odborný asistent;full-time;0;28;2;30
UJS;2010;profesor;full-time;8;9;0;17
UJS;2011;asistent;full-time;0;0;26;26
UJS;2011;asistent;part-time;0;0;0;0
UJS;2011;docent;full-time;0;13;0;13
UJS;2011;docent;part-time;0;0;0;0
UJS;2011;hosťujúci profesor;full-time;0;0;0;0
UJS;2011;hosťujúci profesor;part-time;0;0;0;0
UJS;2011;lektor;full-time;0;0;0;0
UJS;2011;lektor;part-time;0;0;0;0
UJS;2011;odborný asistent;full-time;0;30;1;31
UJS;2011;odborný asistent;part-time;0;2;0;2
UJS;2011;profesor;full-time;7;9;1;17
UJS;2011;profesor;part-time;2;1;0;3
UJS;2012;asistent;full-time;0;0;19;19
UJS;2012;asistent;part-time;0;0;1;1
UJS;2012;docent;full-time;0;16;0;16
UJS;2012;docent;part-time;0;0;0;0
UJS;2012;hosťujúci profesor;full-time;0;0;0;0
UJS;2012;hosťujúci profesor;part-time;0;0;0;0
UJS;2012;lektor;full-time;0;0;1;1
UJS;2012;lektor;part-time;0;0;0;0
UJS;2012;odborný asistent;full-time;0;42;1;43
UJS;2012;odborný asistent;part-time;0;5;0;5
UJS;2012;profesor;full-time;4;7;1;12
UJS;2012;profesor;part-time;3;1;0;4
UJS;2013;asistent;full-time;0;0;10;10
UJS;2013;asistent;part-time;0;0;9;9
UJS;2013;docent;full-time;0;18;0;18
UJS;2013;docent;part-time;0;0;0;0
UJS;2013;hosťujúci profesor;full-time;0;0;0;0
UJS;2013;hosťujúci profesor;part-time;0;0;0;0
UJS;2013;lektor;full-time;0;0;1;1
UJS;2013;lektor;part-time;0;0;0;0
UJS;2013;odborný asistent;full-time;0;43;7;50
UJS;2013;odborný asistent;part-time;0;8;0;8
UJS;2013;profesor;full-time;3;11;1;15
UJS;2013;profesor;part-time;0;1;0;1
UJS;2014;asistent;full-time;0;0;8;8
UJS;2014;asistent;part-time;0;0;4;4
UJS;2014;docent;full-time;0;18;0;18
UJS;2014;docent;part-time;0;0;0;0
UJS;2014;hosťujúci profesor;full-time;0;0;0;0
UJS;2014;hosťujúci profesor;part-time;0;0;0;0
UJS;2014;lektor;full-time;0;0;1;1
UJS;2014;lektor;part-time;0;0;0;0
UJS;2014;odborný asistent;full-time;0;44;7;51
UJS;2014;odborný asistent;part-time;0;8;0;8
UJS;2014;profesor;full-time;4;11;1;16
UJS;2014;profesor;part-time;0;1;0;1
UJS;2015;asistent;full-time;0;0;8;8
UJS;2015;asistent;part-time;0;0;5;5
UJS;2015;docent;full-time;0;23;0;23
UJS;2015;docent;part-time;0;0;0;0
UJS;2015;hosťujúci profesor;full-time;0;0;0;0
UJS;2015;hosťujúci profesor;part-time;0;0;0;0
UJS;2015;lektor;full-time;0;0;0;0
UJS;2015;lektor;part-time;0;0;0;0
UJS;2015;odborný asistent;full-time;0;44;5;49
UJS;2015;odborný asistent;part-time;0;7;1;8
UJS;2015;profesor;full-time;8;10;1;19
UJS;2015;profesor;part-time;0;1;0;1
UJS;2016;asistent;full-time;0;0;8;8
UJS;2016;asistent;part-time;0;0;11;11
UJS;2016;docent;full-time;0;25;0;25
UJS;2016;docent;part-time;0;0;0;0
UJS;2016;hosťujúci profesor;full-time;0;0;0;0
UJS;2016;hosťujúci profesor;part-time;0;0;0;0
UJS;2016;lektor;full-time;0;0;0;0
UJS;2016;lektor;part-time;0;0;0;0
UJS;2016;odborný asistent;full-time;0;43;3;46
UJS;2016;odborný asistent;part-time;0;13;1;14
UJS;2016;profesor;full-time;9;9;0;18
UJS;2016;profesor;part-time;0;1;0;1
UJS;2017;asistent;full-time;0;0;8;8
UJS;2017;asistent;part-time;0;0;9;9
UJS;2017;docent;full-time;0;29;0;29
UJS;2017;docent;part-time;0;2;0;2
UJS;2017;hosťujúci profesor;full-time;0;0;0;0
UJS;2017;hosťujúci profesor;part-time;0;0;0;0
UJS;2017;lektor;full-time;0;0;0;0
UJS;2017;lektor;part-time;0;0;0;0
UJS;2017;odborný asistent;full-time;0;41;5;46
UJS;2017;odborný asistent;part-time;0;14;1;15
UJS;2017;profesor;full-time;9;11;0;20
UJS;2017;profesor;part-time;0;0;0;0
UJS;2018;asistent;full-time;0;0;5;5
UJS;2018;asistent;part-time;0;0;11;11
UJS;2018;docent;full-time;0;28;0;28
UJS;2018;docent;part-time;0;2;0;2
UJS;2018;hosťujúci profesor;full-time;0;0;0;0
UJS;2018;hosťujúci profesor;part-time;0;0;0;0
UJS;2018;lektor;full-time;0;0;0;0
UJS;2018;lektor;part-time;0;0;0;0
UJS;2018;odborný asistent;full-time;0;42;3;45
UJS;2018;odborný asistent;part-time;0;18;3;21
UJS;2018;profesor;full-time;9;14;0;23
UJS;2018;profesor;part-time;0;0;0;0
UJS;2019;asistent;full-time;0;0;7;7
UJS;2019;asistent;part-time;0;0;8;8
UJS;2019;docent;full-time;0;26;0;26
UJS;2019;docent;part-time;0;1;0;1
UJS;2019;hosťujúci profesor;full-time;0;0;0;0
UJS;2019;hosťujúci profesor;part-time;0;0;0;0
UJS;2019;lektor;full-time;0;0;0;0
UJS;2019;lektor;part-time;0;0;0;0
UJS;2019;odborný asistent;full-time;0;51;1;52
UJS;2019;odborný asistent;part-time;0;18;1;19
UJS;2019;profesor;full-time;8;14;0;22
UJS;2019;profesor;part-time;0;0;0;0
UJS;2020;asistent;full-time;0;0;6;6
UJS;2020;asistent;part-time;0;0;7;7
UJS;2020;docent;full-time;1;27;0;28
UJS;2020;docent;part-time;0;2;0;2
UJS;2020;hosťujúci profesor;full-time;0;0;0;0
UJS;2020;hosťujúci profesor;part-time;0;0;0;0
UJS;2020;lektor;full-time;0;0;0;0
UJS;2020;lektor;part-time;0;0;0;0
UJS;2020;odborný asistent;full-time;0;54;1;55
UJS;2020;odborný asistent;part-time;0;15;2;17
UJS;2020;profesor;full-time;9;11;0;20
UJS;2020;profesor;part-time;0;0;0;0
UJS;2021;asistent;full-time;0;0;3;3
UJS;2021;asistent;part-time;0;0;7;7
UJS;2021;docent;full-time;0;33;0;33
UJS;2021;docent;part-time;0;2;0;2
UJS;2021;hosťujúci profesor;full-time;0;0;0;0
UJS;2021;hosťujúci profesor;part-time;0;0;0;0
UJS;2021;lektor;full-time;0;0;0;0
UJS;2021;lektor;part-time;0;0;0;0
UJS;2021;odborný asistent;full-time;0;52;3;55
UJS;2021;odborný asistent;part-time;0;17;2;19
UJS;2021;profesor;full-time;9;14;0;23
UJS;2021;profesor;part-time;0;0;0;0
UJS;2022;asistent;full-time;0;0;4;4
UJS;2022;asistent;part-time;0;0;7;7
UJS;2022;docent;full-time;0;38;0;38
UJS;2022;docent;part-time;0;1;0;1
UJS;2022;hosťujúci profesor;full-time;0;0;0;0
UJS;2022;hosťujúci profesor;part-time;0;0;0;0
UJS;2022;lektor;full-time;0;0;0;0
UJS;2022;lektor;part-time;0;0;0;0
UJS;2022;odborný asistent;full-time;0;44;3;47
UJS;2022;odborný asistent;part-time;0;7;3;10
UJS;2022;profesor;full-time;9;20;0;29
UJS;2022;profesor;part-time;1;0;0;1
UK;2009;asistent;full-time;0;0;52;52
UK;2009;asistent;part-time;0;0;44;44
UK;2009;docent;full-time;5;379;4;388
UK;2009;docent;part-time;0;39;0;39
UK;2009;hosťujúci profesor;full-time;0;0;0;0
UK;2009;hosťujúci profesor;part-time;0;0;0;0
UK;2009;lektor;full-time;0;0;53;53
UK;2009;lektor;part-time;0;0;10;10
UK;2009;odborný asistent;full-time;0;815;232;1047
UK;2009;odborný asistent;part-time;0;159;91;250
UK;2009;profesor;full-time;61;207;0;268
UK;2009;profesor;part-time;19;13;0;32
UK;2010;asistent;full-time;0;0;63;63
UK;2010;asistent;part-time;0;0;44;44
UK;2010;docent;full-time;5;383;3;391
UK;2010;docent;part-time;1;43;1;45
UK;2010;hosťujúci profesor;full-time;0;0;0;0
UK;2010;hosťujúci profesor;part-time;0;0;0;0
UK;2010;lektor;full-time;0;0;34;34
UK;2010;lektor;part-time;0;0;9;9
UK;2010;odborný asistent;full-time;0;866;187;1053
UK;2010;odborný asistent;part-time;0;172;83;255
UK;2010;profesor;full-time;55;213;0;268
UK;2010;profesor;part-time;16;9;0;25
UK;2011;asistent;full-time;0;0;62;62
UK;2011;asistent;part-time;0;0;49;49
UK;2011;docent;full-time;5;400;1;406
UK;2011;docent;part-time;0;38;2;40
UK;2011;hosťujúci profesor;full-time;0;0;0;0
UK;2011;hosťujúci profesor;part-time;0;0;0;0
UK;2011;lektor;full-time;0;0;40;40
UK;2011;lektor;part-time;0;0;10;10
UK;2011;odborný asistent;full-time;0;868;135;1003
UK;2011;odborný asistent;part-time;0;156;58;214
UK;2011;profesor;full-time;52;215;1;268
UK;2011;profesor;part-time;10;9;0;19
UK;2012;asistent;full-time;0;0;76;76
UK;2012;asistent;part-time;0;0;45;45
UK;2012;docent;full-time;8;420;1;429
UK;2012;docent;part-time;2;30;0;32
UK;2012;hosťujúci profesor;full-time;0;0;0;0
UK;2012;hosťujúci profesor;part-time;0;0;0;0
UK;2012;lektor;full-time;0;0;41;41
UK;2012;lektor;part-time;0;0;8;8
UK;2012;odborný asistent;full-time;0;875;120;995
UK;2012;odborný asistent;part-time;0;189;72;261
UK;2012;profesor;full-time;49;221;1;271
UK;2012;profesor;part-time;8;6;0;14
UK;2013;asistent;full-time;0;0;72;72
UK;2013;asistent;part-time;0;0;42;42
UK;2013;docent;full-time;9;430;1;440
UK;2013;docent;part-time;1;32;0;33
UK;2013;hosťujúci profesor;full-time;0;0;0;0
UK;2013;hosťujúci profesor;part-time;0;0;0;0
UK;2013;lektor;full-time;0;0;41;41
UK;2013;lektor;part-time;0;0;13;13
UK;2013;odborný asistent;full-time;0;871;133;1004
UK;2013;odborný asistent;part-time;0;211;67;278
UK;2013;profesor;full-time;46;234;0;280
UK;2013;profesor;part-time;6;7;0;13
UK;2014;asistent;full-time;0;0;74;74
UK;2014;asistent;part-time;0;0;44;44
UK;2014;docent;full-time;8;460;0;468
UK;2014;docent;part-time;1;29;0;30
UK;2014;hosťujúci profesor;full-time;0;0;0;0
UK;2014;hosťujúci profesor;part-time;0;0;0;0
UK;2014;lektor;full-time;0;0;38;38
UK;2014;lektor;part-time;0;0;12;12
UK;2014;odborný asistent;full-time;0;872;118;990
UK;2014;odborný asistent;part-time;0;182;62;244
UK;2014;profesor;full-time;49;232;0;281
UK;2014;profesor;part-time;5;6;0;11
UK;2015;asistent;full-time;0;0;83;83
UK;2015;asistent;part-time;0;0;38;38
UK;2015;docent;full-time;6;465;0;471
UK;2015;docent;part-time;2;21;0;23
UK;2015;hosťujúci profesor;full-time;0;0;0;0
UK;2015;hosťujúci profesor;part-time;0;0;0;0
UK;2015;lektor;full-time;0;0;59;59
UK;2015;lektor;part-time;0;0;14;14
UK;2015;odborný asistent;full-time;0;905;103;1008
UK;2015;odborný asistent;part-time;0;178;47;225
UK;2015;profesor;full-time;50;234;0;284
UK;2015;profesor;part-time;6;6;0;12
UK;2016;asistent;full-time;0;0;83;83
UK;2016;asistent;part-time;0;0;32;32
UK;2016;docent;full-time;7;463;0;470
UK;2016;docent;part-time;3;20;0;23
UK;2016;hosťujúci profesor;full-time;0;0;0;0
UK;2016;hosťujúci profesor;part-time;0;0;0;0
UK;2016;lektor;full-time;0;0;60;60
UK;2016;lektor;part-time;0;0;22;22
UK;2016;odborný asistent;full-time;0;939;94;1033
UK;2016;odborný asistent;part-time;0;196;43;239
UK;2016;profesor;full-time;51;239;0;290
UK;2016;profesor;part-time;6;6;0;12
UK;2017;asistent;full-time;0;0;91;91
UK;2017;asistent;part-time;0;0;33;33
UK;2017;docent;full-time;6;452;0;458
UK;2017;docent;part-time;1;26;0;27
UK;2017;hosťujúci profesor;full-time;0;0;0;0
UK;2017;hosťujúci profesor;part-time;0;0;0;0
UK;2017;lektor;full-time;0;0;64;64
UK;2017;lektor;part-time;0;0;20;20
UK;2017;odborný asistent;full-time;0;956;73;1029
UK;2017;odborný asistent;part-time;0;230;43;273
UK;2017;profesor;full-time;50;238;0;288
UK;2017;profesor;part-time;8;7;0;15
UK;2018;asistent;full-time;0;0;93;93
UK;2018;asistent;part-time;0;0;45;45
UK;2018;docent;full-time;7;459;1;467
UK;2018;docent;part-time;1;27;0;28
UK;2018;hosťujúci profesor;full-time;0;0;0;0
UK;2018;hosťujúci profesor;part-time;0;0;0;0
UK;2018;lektor;full-time;0;0;65;65
UK;2018;lektor;part-time;0;0;22;22
UK;2018;odborný asistent;full-time;0;1002;75;1077
UK;2018;odborný asistent;part-time;0;253;42;295
UK;2018;profesor;full-time;52;246;0;298
UK;2018;profesor;part-time;7;8;0;15
UK;2019;asistent;full-time;0;0;99;99
UK;2019;asistent;part-time;0;0;58;58
UK;2019;docent;full-time;5;460;1;466
UK;2019;docent;part-time;1;30;0;31
UK;2019;hosťujúci profesor;full-time;0;0;0;0
UK;2019;hosťujúci profesor;part-time;0;0;0;0
UK;2019;lektor;full-time;0;0;45;45
UK;2019;lektor;part-time;0;0;26;26
UK;2019;odborný asistent;full-time;0;1007;69;1076
UK;2019;odborný asistent;part-time;0;273;30;303
UK;2019;profesor;full-time;52;244;0;296
UK;2019;profesor;part-time;9;6;0;15
UK;2020;asistent;full-time;0;0;118;118
UK;2020;asistent;part-time;0;0;70;70
UK;2020;docent;full-time;5;462;0;467
UK;2020;docent;part-time;1;32;0;33
UK;2020;hosťujúci profesor;full-time;0;0;0;0
UK;2020;hosťujúci profesor;part-time;0;0;0;0
UK;2020;lektor;full-time;0;0;53;53
UK;2020;lektor;part-time;0;0;20;20
UK;2020;odborný asistent;full-time;0;1026;63;1089
UK;2020;odborný asistent;part-time;0;269;29;298
UK;2020;profesor;full-time;48;236;0;284
UK;2020;profesor;part-time;11;6;0;17
UK;2021;asistent;full-time;0;0;122;122
UK;2021;asistent;part-time;0;0;78;78
UK;2021;docent;full-time;5;483;0;488
UK;2021;docent;part-time;3;24;0;27
UK;2021;hosťujúci profesor;full-time;0;0;0;0
UK;2021;hosťujúci profesor;part-time;0;0;0;0
UK;2021;lektor;full-time;0;0;42;42
UK;2021;lektor;part-time;0;0;20;20
UK;2021;odborný asistent;full-time;0;1027;46;1073
UK;2021;odborný asistent;part-time;0;281;29;310
UK;2021;profesor;full-time;48;249;0;297
UK;2021;profesor;part-time;8;9;0;17
UK;2022;asistent;full-time;0;0;135;135
UK;2022;asistent;part-time;0;0;105;105
UK;2022;docent;full-time;5;576;0;581
UK;2022;docent;part-time;2;19;0;21
UK;2022;hosťujúci profesor;full-time;0;0;0;0
UK;2022;hosťujúci profesor;part-time;0;0;0;0
UK;2022;lektor;full-time;0;0;53;53
UK;2022;lektor;part-time;0;0;14;14
UK;2022;odborný asistent;full-time;0;941;37;978
UK;2022;odborný asistent;part-time;0;280;13;293
UK;2022;profesor;full-time;49;280;0;329
UK;2022;profesor;part-time;7;9;0;16
UKF;2009;asistent;full-time;0;0;28;28
UKF;2009;asistent;part-time;0;0;7;7
UKF;2009;docent;full-time;1;92;3;96
UKF;2009;docent;part-time;0;7;0;7
UKF;2009;hosťujúci profesor;full-time;0;0;0;0
UKF;2009;hosťujúci profesor;part-time;0;0;0;0
UKF;2009;lektor;full-time;0;0;4;4
UKF;2009;lektor;part-time;0;0;0;0
UKF;2009;odborný asistent;full-time;0;284;63;347
UKF;2009;odborný asistent;part-time;0;58;5;63
UKF;2009;profesor;full-time;15;62;3;80
UKF;2009;profesor;part-time;1;6;0;7
UKF;2010;asistent;full-time;0;0;5;5
UKF;2010;asistent;part-time;0;0;4;4
UKF;2010;docent;full-time;1;94;2;97
UKF;2010;docent;part-time;0;9;0;9
UKF;2010;hosťujúci profesor;full-time;0;0;0;0
UKF;2010;hosťujúci profesor;part-time;0;0;0;0
UKF;2010;lektor;full-time;0;0;23;23
UKF;2010;lektor;part-time;0;0;7;7
UKF;2010;odborný asistent;full-time;0;306;18;324
UKF;2010;odborný asistent;part-time;0;44;1;45
UKF;2010;profesor;full-time;16;55;3;74
UKF;2010;profesor;part-time;0;6;0;6
UKF;2011;asistent;full-time;0;0;3;3
UKF;2011;asistent;part-time;0;0;1;1
UKF;2011;docent;full-time;1;100;2;103
UKF;2011;docent;part-time;0;8;0;8
UKF;2011;hosťujúci profesor;full-time;0;0;0;0
UKF;2011;hosťujúci profesor;part-time;0;0;0;0
UKF;2011;lektor;full-time;0;0;19;19
UKF;2011;lektor;part-time;0;0;6;6
UKF;2011;odborný asistent;full-time;0;310;1;311
UKF;2011;odborný asistent;part-time;0;30;0;30
UKF;2011;profesor;full-time;15;60;2;77
UKF;2011;profesor;part-time;0;9;0;9
UKF;2012;asistent;full-time;0;0;0;0
UKF;2012;asistent;part-time;0;0;2;2
UKF;2012;docent;full-time;0;110;1;111
UKF;2012;docent;part-time;0;9;0;9
UKF;2012;hosťujúci profesor;full-time;0;0;0;0
UKF;2012;hosťujúci profesor;part-time;0;0;0;0
UKF;2012;lektor;full-time;0;0;14;14
UKF;2012;lektor;part-time;0;0;3;3
UKF;2012;odborný asistent;full-time;0;318;0;318
UKF;2012;odborný asistent;part-time;0;32;0;32
UKF;2012;profesor;full-time;14;54;2;70
UKF;2012;profesor;part-time;0;10;0;10
UKF;2013;asistent;full-time;0;0;2;2
UKF;2013;asistent;part-time;0;0;3;3
UKF;2013;docent;full-time;1;121;1;123
UKF;2013;docent;part-time;0;9;0;9
UKF;2013;hosťujúci profesor;full-time;0;0;0;0
UKF;2013;hosťujúci profesor;part-time;0;0;0;0
UKF;2013;lektor;full-time;0;0;11;11
UKF;2013;lektor;part-time;0;0;2;2
UKF;2013;odborný asistent;full-time;0;323;0;323
UKF;2013;odborný asistent;part-time;0;36;1;37
UKF;2013;profesor;full-time;17;51;3;71
UKF;2013;profesor;part-time;0;9;0;9
UKF;2014;asistent;full-time;0;0;0;0
UKF;2014;asistent;part-time;0;0;0;0
UKF;2014;docent;full-time;0;138;1;139
UKF;2014;docent;part-time;0;8;0;8
UKF;2014;hosťujúci profesor;full-time;0;0;0;0
UKF;2014;hosťujúci profesor;part-time;0;0;0;0
UKF;2014;lektor;full-time;0;0;13;13
UKF;2014;lektor;part-time;0;0;2;2
UKF;2014;odborný asistent;full-time;0;304;0;304
UKF;2014;odborný asistent;part-time;0;27;0;27
UKF;2014;profesor;full-time;18;61;3;82
UKF;2014;profesor;part-time;0;9;0;9
UKF;2015;asistent;full-time;0;0;0;0
UKF;2015;asistent;part-time;0;0;0;0
UKF;2015;docent;full-time;0;145;1;146
UKF;2015;docent;part-time;0;7;0;7
UKF;2015;hosťujúci profesor;full-time;0;0;0;0
UKF;2015;hosťujúci profesor;part-time;0;0;0;0
UKF;2015;lektor;full-time;0;0;12;12
UKF;2015;lektor;part-time;0;0;0;0
UKF;2015;odborný asistent;full-time;0;293;0;293
UKF;2015;odborný asistent;part-time;0;17;0;17
UKF;2015;profesor;full-time;14;56;3;73
UKF;2015;profesor;part-time;0;7;0;7
UKF;2016;asistent;full-time;0;0;0;0
UKF;2016;asistent;part-time;0;0;0;0
UKF;2016;docent;full-time;0;143;1;144
UKF;2016;docent;part-time;0;7;0;7
UKF;2016;hosťujúci profesor;full-time;0;0;0;0
UKF;2016;hosťujúci profesor;part-time;0;0;0;0
UKF;2016;lektor;full-time;0;0;13;13
UKF;2016;lektor;part-time;0;0;1;1
UKF;2016;odborný asistent;full-time;0;296;0;296
UKF;2016;odborný asistent;part-time;0;24;1;25
UKF;2016;profesor;full-time;10;58;3;71
UKF;2016;profesor;part-time;0;5;0;5
UKF;2017;asistent;full-time;0;0;0;0
UKF;2017;asistent;part-time;0;0;0;0
UKF;2017;docent;full-time;0;142;3;145
UKF;2017;docent;part-time;0;6;0;6
UKF;2017;hosťujúci profesor;full-time;0;0;0;0
UKF;2017;hosťujúci profesor;part-time;0;0;0;0
UKF;2017;lektor;full-time;0;0;11;11
UKF;2017;lektor;part-time;0;0;2;2
UKF;2017;odborný asistent;full-time;0;295;0;295
UKF;2017;odborný asistent;part-time;0;23;1;24
UKF;2017;profesor;full-time;10;53;1;64
UKF;2017;profesor;part-time;0;5;0;5
UKF;2018;asistent;full-time;0;0;0;0
UKF;2018;asistent;part-time;0;0;0;0
UKF;2018;docent;full-time;0;145;2;147
UKF;2018;docent;part-time;0;6;1;7
UKF;2018;hosťujúci profesor;full-time;0;0;0;0
UKF;2018;hosťujúci profesor;part-time;0;0;0;0
UKF;2018;lektor;full-time;0;0;10;10
UKF;2018;lektor;part-time;0;0;1;1
UKF;2018;odborný asistent;full-time;0;281;0;281
UKF;2018;odborný asistent;part-time;0;32;1;33
UKF;2018;profesor;full-time;8;59;1;68
UKF;2018;profesor;part-time;0;3;0;3
UKF;2019;asistent;full-time;0;0;0;0
UKF;2019;asistent;part-time;0;0;0;0
